epoch,accuracy,loss,val_accuracy,val_loss
22,0.0533333346247673,3.2222859859466553,NA,NA
23,0.03999999910593033,3.2232587337493896,NA,NA
24,0.04444444552063942,3.2270257472991943,NA,NA
0,0.03999999910593033,3.2818498611450195,0.0,3.2621359825134277
1,0.031111111864447594,3.2191553115844727,NA,NA
2,0.035555556416511536,3.2227306365966797,NA,NA
0,0.04888888821005821,3.288198947906494,0.03999999910593033,3.3309786319732666
1,0.035555556416511536,3.219186782836914,NA,NA
2,0.0533333346247673,3.22035813331604,NA,NA
3,0.04444444552063942,3.218329429626465,NA,NA
4,0.035555556416511536,3.221686363220215,NA,NA
5,0.035555556416511536,3.219813108444214,NA,NA
6,0.035555556416511536,3.2209689617156982,NA,NA
7,0.02666666731238365,3.219285488128662,NA,NA
8,0.031111111864447594,3.2200403213500977,NA,NA
9,0.02222222276031971,3.2236616611480713,NA,NA
10,0.06666667014360428,3.22507643699646,NA,NA
11,0.031111111864447594,3.221724271774292,NA,NA
12,0.035555556416511536,3.2189669609069824,NA,NA
13,0.035555556416511536,3.2254230976104736,NA,NA
14,0.031111111864447594,3.2182600498199463,NA,NA
15,0.013333333656191826,3.224961757659912,NA,NA
16,0.04888888821005821,3.217921733856201,NA,NA
17,0.035555556416511536,3.233670234680176,NA,NA
18,0.03999999910593033,3.2243423461914062,NA,NA
19,0.04444444552063942,3.2107460498809814,NA,NA
20,0.04888888821005821,3.2334539890289307,NA,NA
21,0.03999999910593033,3.2248141765594482,NA,NA
22,0.0533333346247673,3.217482089996338,NA,NA
23,0.02222222276031971,3.232585906982422,NA,NA
24,0.031111111864447594,3.2178146839141846,NA,NA
0,0.035555556416511536,3.260498285293579,0.03999999910593033,3.2961432933807373
1,0.02666666731238365,3.2201669216156006,NA,NA
2,0.0533333346247673,3.219413995742798,NA,NA
3,0.03999999910593033,3.2240681648254395,NA,NA
4,0.02666666731238365,3.220299005508423,NA,NA
5,0.04888888821005821,3.22218918800354,NA,NA
6,0.02666666731238365,3.219388484954834,NA,NA
7,0.031111111864447594,3.220090389251709,NA,NA
8,0.035555556416511536,3.2223801612854004,NA,NA
9,0.04444444552063942,3.2320032119750977,NA,NA
10,0.03999999910593033,3.2186825275421143,NA,NA
11,0.031111111864447594,3.221975326538086,NA,NA
12,0.035555556416511536,3.2259135246276855,NA,NA
13,0.04888888821005821,3.223421573638916,NA,NA
14,0.03999999910593033,3.2204084396362305,NA,NA
15,0.035555556416511536,3.2229559421539307,NA,NA
16,0.04888888821005821,3.2191052436828613,NA,NA
17,0.02666666731238365,3.2241604328155518,NA,NA
18,0.031111111864447594,3.2276406288146973,NA,NA
19,0.02666666731238365,3.242152690887451,NA,NA
20,0.0533333346247673,3.219547748565674,NA,NA
21,0.04444444552063942,3.2227938175201416,NA,NA
22,0.035555556416511536,3.229632616043091,NA,NA
23,0.031111111864447594,3.232764482498169,NA,NA
24,0.03999999910593033,3.2400476932525635,NA,NA
0,0.03999999910593033,3.3126401901245117,0.0,3.28764271736145
1,0.0533333346247673,3.2213823795318604,NA,NA
2,0.04444444552063942,3.220738172531128,NA,NA
3,0.02222222276031971,3.218548536300659,NA,NA
4,0.04888888821005821,3.2193171977996826,NA,NA
5,0.008888889104127884,3.2212700843811035,NA,NA
6,0.04888888821005821,3.2183918952941895,NA,NA
7,0.031111111864447594,3.220829725265503,NA,NA
8,0.02666666731238365,3.2231712341308594,NA,NA
9,0.035555556416511536,3.222377300262451,NA,NA
10,0.03999999910593033,3.2202773094177246,NA,NA
11,0.035555556416511536,3.219883918762207,NA,NA
12,0.017777778208255768,3.224973201751709,NA,NA
13,0.017777778208255768,3.2277441024780273,NA,NA
14,0.04888888821005821,3.2182910442352295,NA,NA
15,0.04888888821005821,3.223633289337158,NA,NA
16,0.0533333346247673,3.221780776977539,NA,NA
17,0.03999999910593033,3.2163584232330322,NA,NA
18,0.07555555552244186,3.216167449951172,NA,NA
19,0.03999999910593033,3.2201080322265625,NA,NA
20,0.03999999910593033,3.2270100116729736,NA,NA
21,0.02222222276031971,3.228917360305786,NA,NA
22,0.06222222372889519,3.2194595336914062,NA,NA
23,0.057777777314186096,3.217815399169922,NA,NA
24,0.035555556416511536,3.226303815841675,NA,NA
0,0.03999999910593033,8.90572452545166,0.0,3.232638359069824
1,0.02666666731238365,5.241390705108643,NA,NA
2,0.04888888821005821,4.242624759674072,NA,NA
3,0.02222222276031971,3.755096673965454,NA,NA
4,0.035555556416511536,3.5144314765930176,NA,NA
5,0.04444444552063942,3.4210054874420166,NA,NA
6,0.03999999910593033,3.4440858364105225,NA,NA
7,0.04888888821005821,3.3331949710845947,NA,NA
8,0.057777777314186096,3.396390438079834,NA,NA
9,0.035555556416511536,3.4681036472320557,NA,NA
10,0.02222222276031971,3.524601697921753,NA,NA
11,0.02666666731238365,3.426830768585205,NA,NA
12,0.04888888821005821,3.414491653442383,NA,NA
13,0.02666666731238365,3.4255294799804688,NA,NA
14,0.035555556416511536,3.3548216819763184,NA,NA
15,0.057777777314186096,3.3521902561187744,NA,NA
16,0.02666666731238365,3.4066896438598633,NA,NA
17,0.03999999910593033,3.325493097305298,NA,NA
18,0.04888888821005821,3.2782795429229736,NA,NA
19,0.04444444552063942,3.2883105278015137,NA,NA
20,0.031111111864447594,3.297271251678467,NA,NA
21,0.04888888821005821,3.2761902809143066,NA,NA
22,0.035555556416511536,3.2789103984832764,NA,NA
23,0.031111111864447594,3.298884630203247,NA,NA
24,0.03999999910593033,3.275573968887329,NA,NA
0,0.017777778208255768,139114.953125,0.03999999910593033,3.2188832759857178
1,0.04888888821005821,29979.623046875,NA,NA
2,0.031111111864447594,10523.0615234375,NA,NA
3,0.03999999910593033,5332.75732421875,NA,NA
4,0.017777778208255768,2812.55517578125,NA,NA
5,0.04888888821005821,2451.224365234375,NA,NA
6,0.03999999910593033,2189.231201171875,NA,NA
7,0.031111111864447594,2046.7205810546875,NA,NA
8,0.06222222372889519,1807.75927734375,NA,NA
9,0.03999999910593033,2160.956298828125,NA,NA
10,0.035555556416511536,2243.185302734375,NA,NA
11,0.04444444552063942,1840.99609375,NA,NA
12,0.031111111864447594,1873.6796875,NA,NA
13,0.035555556416511536,1617.771484375,NA,NA
14,0.031111111864447594,1705.4508056640625,NA,NA
15,0.04888888821005821,1364.054443359375,NA,NA
16,0.057777777314186096,1232.37841796875,NA,NA
17,0.031111111864447594,1193.9368896484375,NA,NA
18,0.0533333346247673,1369.6593017578125,NA,NA
19,0.057777777314186096,1175.0621337890625,NA,NA
20,0.04888888821005821,903.7620849609375,NA,NA
21,0.031111111864447594,847.5777587890625,NA,NA
22,0.04444444552063942,815.6896362304688,NA,NA
23,0.02666666731238365,707.8568115234375,NA,NA
24,0.035555556416511536,846.1168212890625,NA,NA
0,0.035555556416511536,240876.6875,0.03999999910593033,3.2187743186950684
1,0.013333333656191826,25873.244140625,NA,NA
2,0.0533333346247673,10392.8173828125,NA,NA
3,0.04444444552063942,5014.79931640625,NA,NA
4,0.017777778208255768,3642.697021484375,NA,NA
5,0.02666666731238365,3067.45361328125,NA,NA
6,0.031111111864447594,2461.776611328125,NA,NA
7,0.04444444552063942,2262.596923828125,NA,NA
8,0.031111111864447594,2039.0250244140625,NA,NA
9,0.06222222372889519,1641.7078857421875,NA,NA
10,0.04888888821005821,1509.9305419921875,NA,NA
11,0.035555556416511536,1435.056884765625,NA,NA
12,0.03999999910593033,1300.2269287109375,NA,NA
13,0.02666666731238365,1137.0850830078125,NA,NA
14,0.035555556416511536,1015.376708984375,NA,NA
15,0.0533333346247673,1054.0086669921875,NA,NA
16,0.03999999910593033,1009.0162963867188,NA,NA
17,0.04444444552063942,878.8086547851562,NA,NA
18,0.035555556416511536,889.0152587890625,NA,NA
19,0.04444444552063942,807.299560546875,NA,NA
20,0.02222222276031971,709.747314453125,NA,NA
21,0.03999999910593033,648.0443115234375,NA,NA
22,0.035555556416511536,661.1214599609375,NA,NA
23,0.04888888821005821,486.5818786621094,NA,NA
24,0.02666666731238365,497.6060485839844,NA,NA
0,0.013333333656191826,80968.109375,0.03999999910593033,3.2190053462982178
1,0.02666666731238365,9680.1884765625,NA,NA
2,0.04888888821005821,4747.298828125,NA,NA
3,0.02666666731238365,2956.61376953125,NA,NA
4,0.02222222276031971,2247.6376953125,NA,NA
5,0.04444444552063942,1372.073486328125,NA,NA
6,0.02666666731238365,1038.8056640625,NA,NA
7,0.06222222372889519,920.6563110351562,NA,NA
8,0.013333333656191826,748.762939453125,NA,NA
9,0.04888888821005821,635.659423828125,NA,NA
10,0.04888888821005821,569.7076416015625,NA,NA
11,0.035555556416511536,573.428466796875,NA,NA
12,0.031111111864447594,479.38604736328125,NA,NA
13,0.03999999910593033,406.0349426269531,NA,NA
14,0.031111111864447594,396.1826171875,NA,NA
15,0.035555556416511536,367.95318603515625,NA,NA
16,0.04444444552063942,351.609375,NA,NA
17,0.031111111864447594,301.5804748535156,NA,NA
18,0.04444444552063942,291.7294006347656,NA,NA
19,0.031111111864447594,283.0458679199219,NA,NA
20,0.02222222276031971,277.2671813964844,NA,NA
21,0.06222222372889519,271.2222900390625,NA,NA
22,0.04444444552063942,296.052734375,NA,NA
23,0.04444444552063942,275.8631896972656,NA,NA
24,0.04444444552063942,233.31729125976562,NA,NA
0,0.02222222276031971,219.31326293945312,0.03999999910593033,3.216567039489746
1,0.06666667014360428,53.058597564697266,NA,NA
2,0.02222222276031971,23.989601135253906,NA,NA
3,0.035555556416511536,14.585676193237305,NA,NA
4,0.02222222276031971,10.56766414642334,NA,NA
5,0.035555556416511536,8.934379577636719,NA,NA
6,0.04444444552063942,7.504077911376953,NA,NA
7,0.008888889104127884,7.702247142791748,NA,NA
8,0.02666666731238365,6.635209560394287,NA,NA
9,0.035555556416511536,6.895362377166748,NA,NA
10,0.04888888821005821,5.706122398376465,NA,NA
11,0.02666666731238365,5.785682678222656,NA,NA
12,0.0533333346247673,5.240466117858887,NA,NA
13,0.03999999910593033,4.817080020904541,NA,NA
14,0.03999999910593033,4.429973602294922,NA,NA
15,0.03999999910593033,4.419970512390137,NA,NA
16,0.04888888821005821,4.435660362243652,NA,NA
17,0.031111111864447594,4.235683917999268,NA,NA
18,0.04888888821005821,4.038254261016846,NA,NA
19,0.035555556416511536,3.800156831741333,NA,NA
20,0.035555556416511536,4.00632905960083,NA,NA
21,0.03999999910593033,3.7777256965637207,NA,NA
22,0.04444444552063942,3.9163479804992676,NA,NA
23,0.03999999910593033,3.9932894706726074,NA,NA
24,0.03999999910593033,3.8051064014434814,NA,NA
0,0.031111111864447594,248.80099487304688,0.03999999910593033,3.218644618988037
1,0.031111111864447594,47.80391311645508,NA,NA
2,0.0533333346247673,23.648662567138672,NA,NA
3,0.04888888821005821,15.128912925720215,NA,NA
4,0.04888888821005821,12.753645896911621,NA,NA
0,0.06222222372889519,261305.40625,0.03999999910593033,3.218873977661133
1,0.04444444552063942,24585.396484375,NA,NA
2,0.07111111283302307,11273.71875,NA,NA
3,0.02666666731238365,7387.6767578125,NA,NA
4,0.013333333656191826,4961.1845703125,NA,NA
5,0.03999999910593033,3884.772216796875,NA,NA
6,0.0533333346247673,2998.846923828125,NA,NA
7,0.031111111864447594,2514.747802734375,NA,NA
8,0.035555556416511536,2160.9130859375,NA,NA
9,0.008888889104127884,1971.7252197265625,NA,NA
10,0.031111111864447594,2242.96923828125,NA,NA
11,0.06222222372889519,1995.437744140625,NA,NA
12,0.0533333346247673,1949.7003173828125,NA,NA
13,0.03999999910593033,1921.72900390625,NA,NA
14,0.02222222276031971,1619.3017578125,NA,NA
15,0.031111111864447594,1345.548828125,NA,NA
16,0.04444444552063942,1078.8438720703125,NA,NA
17,0.04888888821005821,1002.6290893554688,NA,NA
18,0.06666667014360428,897.7088623046875,NA,NA
19,0.02222222276031971,798.6141967773438,NA,NA
20,0.017777778208255768,719.7286376953125,NA,NA
21,0.035555556416511536,692.9320678710938,NA,NA
22,0.02666666731238365,597.3175659179688,NA,NA
23,0.031111111864447594,558.5192260742188,NA,NA
24,0.02222222276031971,507.49505615234375,NA,NA
0,0.04444444552063942,3.264894485473633,0.03999999910593033,3.882413864135742
1,0.02666666731238365,3.2229135036468506,NA,NA
2,0.04888888821005821,3.224792242050171,NA,NA
3,0.03999999910593033,3.2188854217529297,NA,NA
4,0.031111111864447594,3.236865997314453,NA,NA
5,0.04444444552063942,3.2485692501068115,NA,NA
6,0.013333333656191826,3.236924648284912,NA,NA
7,0.017777778208255768,3.2446088790893555,NA,NA
8,0.035555556416511536,3.2557811737060547,NA,NA
9,0.031111111864447594,3.255678653717041,NA,NA
10,0.02222222276031971,3.242023229598999,NA,NA
11,0.03999999910593033,3.230381727218628,NA,NA
12,0.031111111864447594,3.2398934364318848,NA,NA
13,0.03999999910593033,3.2128922939300537,NA,NA
14,0.035555556416511536,3.2649378776550293,NA,NA
15,0.04444444552063942,3.2353501319885254,NA,NA
16,0.031111111864447594,3.2285120487213135,NA,NA
17,0.035555556416511536,3.2314467430114746,NA,NA
18,0.031111111864447594,3.2430381774902344,NA,NA
19,0.02666666731238365,3.2388734817504883,NA,NA
20,0.031111111864447594,3.235379219055176,NA,NA
21,0.04444444552063942,3.237661123275757,NA,NA
22,0.04888888821005821,3.2350974082946777,NA,NA
23,0.057777777314186096,3.2420828342437744,NA,NA
24,0.04888888821005821,3.2229487895965576,NA,NA
